"ID"	"CellType"	"Sample"
"c88668"	"Fibroblast"	"sample1"
"c88669"	"Plasma_cell"	"sample1"
"c88670"	"CD8+_T_cell"	"sample1"
"c88671"	"CD8+_T_cell"	"sample1"
"c88672"	"Plasma_cell"	"sample1"
"c88673"	"Fibroblast"	"sample1"
"c88674"	"CD4+_T_cell"	"sample1"
"c88675"	"Plasma_cell"	"sample1"
"c88676"	"Plasma_cell"	"sample1"
"c88677"	"CD8+_T_cell"	"sample1"
"c88678"	"Plasma_cell"	"sample1"
"c88679"	"Endothelial_cell"	"sample1"
"c88680"	"Plasma_cell"	"sample1"
"c88681"	"Plasma_cell"	"sample1"
"c88682"	"Plasma_cell"	"sample1"
"c88683"	"Fibroblast"	"sample1"
"c88684"	"Plasma_cell"	"sample1"
"c88685"	"Plasma_cell"	"sample1"
"c88686"	"CD8+_T_cell"	"sample1"
"c88687"	"CD8+_T_cell"	"sample1"
"c88688"	"Plasma_cell"	"sample1"
"c88689"	"CD8+_T_cell"	"sample1"
"c88690"	"Plasma_cell"	"sample1"
"c88691"	"Plasma_cell"	"sample1"
"c88692"	"Plasma_cell"	"sample1"
"c88693"	"Plasma_cell"	"sample1"
"c88694"	"Plasma_cell"	"sample1"
"c88695"	"Plasma_cell"	"sample1"
"c88696"	"Macrophage"	"sample1"
"c88697"	"Plasma_cell"	"sample1"
"c88698"	"Fibroblast"	"sample1"
"c88699"	"Plasma_cell"	"sample1"
"c88700"	"Plasma_cell"	"sample1"
"c88701"	"Macrophage"	"sample1"
"c88702"	"CD8+_T_cell"	"sample1"
"c88703"	"CD4+_T_cell"	"sample1"
"c88704"	"Plasma_cell"	"sample1"
"c88705"	"Epithelial_cell"	"sample1"
"c88706"	"Epithelial_cell"	"sample1"
"c88707"	"Macrophage"	"sample1"
"c88708"	"Plasma_cell"	"sample1"
"c88709"	"Myeloid_cell"	"sample1"
"c88710"	"Mast_cell"	"sample1"
"c88711"	"CD8+_T_cell"	"sample1"
"c88712"	"Mast_cell"	"sample1"
"c88713"	"CD8+_T_cell"	"sample1"
"c88714"	"Epithelial_cell"	"sample1"
"c88715"	"CD8+_T_cell"	"sample1"
"c88716"	"Epithelial_cell"	"sample1"
"c88717"	"Plasma_cell"	"sample1"
"c88718"	"Epithelial_cell"	"sample1"
"c88719"	"Plasma_cell"	"sample1"
"c88720"	"Plasma_cell"	"sample1"
"c88721"	"CD8+_T_cell"	"sample1"
"c88722"	"Epithelial_cell"	"sample1"
"c88723"	"CD4+_T_cell"	"sample1"
"c88724"	"NK_cell"	"sample1"
"c88725"	"Fibroblast"	"sample1"
"c88726"	"Fibroblast"	"sample1"
"c88727"	"Plasma_cell"	"sample1"
"c88728"	"Plasma_cell"	"sample1"
"c88729"	"Plasma_cell"	"sample1"
"c88730"	"CD8+_T_cell"	"sample1"
"c88731"	"CD8+_T_cell"	"sample1"
"c88732"	"Plasma_cell"	"sample1"
"c88733"	"CD4+_T_cell"	"sample1"
"c88734"	"Plasma_cell"	"sample1"
"c88735"	"Plasma_cell"	"sample1"
"c88736"	"Epithelial_cell"	"sample1"
"c88737"	"Endothelial_cell"	"sample1"
"c88738"	"CD8+_T_cell"	"sample1"
"c88739"	"Plasma_cell"	"sample1"
"c88740"	"CD4+_T_cell"	"sample1"
"c88741"	"Epithelial_cell"	"sample1"
"c88742"	"Macrophage"	"sample1"
"c88743"	"Endothelial_cell"	"sample1"
"c88744"	"Plasma_cell"	"sample1"
"c88745"	"B_cell"	"sample1"
"c88746"	"Plasma_cell"	"sample1"
"c88747"	"NK_cell"	"sample1"
"c88748"	"CD8+_T_cell"	"sample1"
"c88749"	"Fibroblast"	"sample1"
"c88750"	"CD8+_T_cell"	"sample1"
"c88751"	"Fibroblast"	"sample1"
"c88752"	"Epithelial_cell"	"sample1"
"c88753"	"Plasma_cell"	"sample1"
"c88754"	"Plasma_cell"	"sample1"
"c88755"	"Plasma_cell"	"sample1"
"c88756"	"Endothelial_cell"	"sample1"
"c88757"	"Fibroblast"	"sample1"
"c88758"	"Plasma_cell"	"sample1"
"c88759"	"CD8+_T_cell"	"sample1"
"c88760"	"Plasma_cell"	"sample1"
"c88761"	"CD4+_T_cell"	"sample1"
"c88762"	"Plasma_cell"	"sample1"
"c88763"	"B_cell"	"sample1"
"c88764"	"Fibroblast"	"sample1"
"c88765"	"CD8+_T_cell"	"sample1"
"c88766"	"Plasma_cell"	"sample1"
"c88767"	"Fibroblast"	"sample1"
"c88768"	"Plasma_cell"	"sample1"
"c88769"	"Plasma_cell"	"sample1"
"c88770"	"Fibroblast"	"sample1"
"c88771"	"Plasma_cell"	"sample1"
"c88772"	"Plasma_cell"	"sample1"
"c88773"	"Plasma_cell"	"sample1"
"c88774"	"CD8+_T_cell"	"sample1"
"c88775"	"Macrophage"	"sample1"
"c88776"	"Epithelial_cell"	"sample1"
"c88777"	"Plasma_cell"	"sample1"
"c88778"	"Fibroblast"	"sample1"
"c88779"	"Fibroblast"	"sample1"
"c88780"	"Epithelial_cell"	"sample1"
"c88781"	"Epithelial_cell"	"sample1"
"c88782"	"CD8+_T_cell"	"sample1"
"c88783"	"Epithelial_cell"	"sample1"
"c88784"	"CD4+_T_cell"	"sample1"
"c88785"	"Macrophage"	"sample1"
"c88786"	"CD8+_T_cell"	"sample1"
"c88787"	"CD8+_T_cell"	"sample1"
"c88788"	"Plasma_cell"	"sample1"
"c88789"	"CD8+_T_cell"	"sample1"
"c88790"	"NK_cell"	"sample1"
"c88791"	"Epithelial_cell"	"sample1"
"c88792"	"CD8+_T_cell"	"sample1"
"c88793"	"Fibroblast"	"sample1"
"c88794"	"CD8+_T_cell"	"sample1"
"c88795"	"B_cell"	"sample1"
"c88796"	"Epithelial_cell"	"sample1"
"c88797"	"Plasma_cell"	"sample1"
"c88798"	"Endothelial_cell"	"sample1"
"c88799"	"CD8+_T_cell"	"sample1"
"c88800"	"Epithelial_cell"	"sample1"
"c88801"	"Plasma_cell"	"sample1"
"c88802"	"Plasma_cell"	"sample1"
"c88803"	"Plasma_cell"	"sample1"
"c88804"	"Plasma_cell"	"sample1"
"c88805"	"Plasma_cell"	"sample1"
"c88806"	"Plasma_cell"	"sample1"
"c88807"	"Plasma_cell"	"sample1"
"c88808"	"CD8+_T_cell"	"sample1"
"c88809"	"CD8+_T_cell"	"sample1"
"c88810"	"CD8+_T_cell"	"sample1"
"c88811"	"Fibroblast"	"sample1"
"c88812"	"B_cell"	"sample1"
"c88813"	"Endothelial_cell"	"sample1"
"c88814"	"Plasma_cell"	"sample1"
"c88815"	"Mast_cell"	"sample1"
"c88816"	"Plasma_cell"	"sample1"
"c88817"	"Macrophage"	"sample1"
"c88818"	"Epithelial_cell"	"sample1"
"c88819"	"Epithelial_cell"	"sample1"
"c88820"	"Endothelial_cell"	"sample1"
"c88821"	"Plasma_cell"	"sample1"
"c88822"	"Epithelial_cell"	"sample1"
"c88823"	"CD8+_T_cell"	"sample1"
"c88824"	"Plasma_cell"	"sample1"
"c88825"	"CD4+_T_cell"	"sample1"
"c88826"	"CD8+_T_cell"	"sample1"
"c88827"	"Plasma_cell"	"sample1"
"c88828"	"Plasma_cell"	"sample1"
"c88829"	"Epithelial_cell"	"sample1"
"c88830"	"Plasma_cell"	"sample1"
"c88831"	"NK_cell"	"sample1"
"c88832"	"Plasma_cell"	"sample1"
"c88833"	"B_cell"	"sample1"
"c88834"	"Plasma_cell"	"sample1"
"c88835"	"CD4+_T_cell"	"sample1"
"c88836"	"Epithelial_cell"	"sample1"
"c88837"	"Plasma_cell"	"sample1"
"c88838"	"Plasma_cell"	"sample1"
"c88839"	"Fibroblast"	"sample1"
"c88840"	"Plasma_cell"	"sample1"
"c88841"	"Plasma_cell"	"sample1"
"c88842"	"Plasma_cell"	"sample1"
"c88843"	"Plasma_cell"	"sample1"
"c88844"	"CD4+_T_cell"	"sample1"
"c88845"	"Plasma_cell"	"sample1"
"c88846"	"Fibroblast"	"sample1"
"c88847"	"Epithelial_cell"	"sample1"
"c88848"	"Fibroblast"	"sample1"
"c88849"	"CD8+_T_cell"	"sample1"
"c88850"	"Fibroblast"	"sample1"
"c88851"	"CD4+_T_cell"	"sample1"
"c88852"	"Plasma_cell"	"sample1"
"c88853"	"Plasma_cell"	"sample1"
"c88854"	"Fibroblast"	"sample1"
"c88855"	"CD8+_T_cell"	"sample1"
"c88856"	"Plasma_cell"	"sample1"
"c88857"	"Fibroblast"	"sample1"
"c88858"	"Plasma_cell"	"sample1"
"c88859"	"Endothelial_cell"	"sample1"
"c88860"	"Myeloid_cell"	"sample1"
"c88861"	"Plasma_cell"	"sample1"
"c88862"	"Plasma_cell"	"sample1"
"c88863"	"Plasma_cell"	"sample1"
"c88864"	"Mast_cell"	"sample1"
"c88865"	"Plasma_cell"	"sample1"
"c88866"	"CD4+_T_cell"	"sample1"
"c88867"	"Epithelial_cell"	"sample1"
"c88868"	"CD8+_T_cell"	"sample1"
"c88869"	"Plasma_cell"	"sample1"
"c88870"	"Plasma_cell"	"sample1"
"c88871"	"Fibroblast"	"sample1"
"c88872"	"Endothelial_cell"	"sample1"
"c88873"	"Plasma_cell"	"sample1"
"c88874"	"Plasma_cell"	"sample1"
"c88875"	"Epithelial_cell"	"sample1"
"c88876"	"Plasma_cell"	"sample1"
"c88877"	"Plasma_cell"	"sample1"
"c88878"	"CD4+_T_cell"	"sample1"
"c88879"	"Epithelial_cell"	"sample1"
"c88880"	"Fibroblast"	"sample1"
"c88881"	"Fibroblast"	"sample1"
"c88882"	"Plasma_cell"	"sample1"
"c88883"	"Plasma_cell"	"sample1"
"c88884"	"Epithelial_cell"	"sample1"
"c88885"	"Plasma_cell"	"sample1"
"c88886"	"CD8+_T_cell"	"sample1"
"c88887"	"Plasma_cell"	"sample1"
"c88888"	"Macrophage"	"sample1"
"c88889"	"Plasma_cell"	"sample1"
"c88890"	"CD8+_T_cell"	"sample1"
"c88891"	"Plasma_cell"	"sample1"
"c88892"	"CD4+_T_cell"	"sample1"
"c88893"	"Fibroblast"	"sample1"
"c88894"	"Fibroblast"	"sample1"
"c88895"	"CD8+_T_cell"	"sample1"
"c88896"	"Epithelial_cell"	"sample1"
"c88897"	"Plasma_cell"	"sample1"
"c88898"	"NK_cell"	"sample1"
"c88899"	"Plasma_cell"	"sample1"
"c88900"	"CD8+_T_cell"	"sample1"
"c88901"	"Plasma_cell"	"sample1"
"c88902"	"CD4+_T_cell"	"sample1"
"c88903"	"Plasma_cell"	"sample1"
"c88904"	"CD8+_T_cell"	"sample1"
"c88905"	"Plasma_cell"	"sample1"
"c88906"	"Macrophage"	"sample1"
"c88907"	"CD8+_T_cell"	"sample1"
"c88908"	"Plasma_cell"	"sample1"
"c88909"	"Plasma_cell"	"sample1"
"c88910"	"Plasma_cell"	"sample1"
"c88911"	"CD8+_T_cell"	"sample1"
"c88912"	"Plasma_cell"	"sample1"
"c88913"	"Endothelial_cell"	"sample1"
"c88914"	"Plasma_cell"	"sample1"
"c88915"	"Plasma_cell"	"sample1"
"c88916"	"Plasma_cell"	"sample1"
"c88917"	"Plasma_cell"	"sample1"
"c88918"	"CD8+_T_cell"	"sample1"
"c88919"	"Plasma_cell"	"sample1"
"c88920"	"Plasma_cell"	"sample1"
"c88921"	"Plasma_cell"	"sample1"
"c88922"	"Plasma_cell"	"sample1"
"c88923"	"CD8+_T_cell"	"sample1"
"c88924"	"Plasma_cell"	"sample1"
"c88925"	"Plasma_cell"	"sample1"
"c88926"	"Plasma_cell"	"sample1"
"c88927"	"Plasma_cell"	"sample1"
"c88928"	"Fibroblast"	"sample1"
"c88929"	"Plasma_cell"	"sample1"
"c88930"	"CD8+_T_cell"	"sample1"
"c88931"	"Plasma_cell"	"sample1"
"c88932"	"Endothelial_cell"	"sample1"
"c88933"	"CD8+_T_cell"	"sample1"
"c88934"	"Plasma_cell"	"sample1"
"c88935"	"CD8+_T_cell"	"sample1"
"c88936"	"Endothelial_cell"	"sample1"
"c88937"	"Macrophage"	"sample1"
"c88938"	"Plasma_cell"	"sample1"
"c88939"	"Macrophage"	"sample1"
"c88940"	"Epithelial_cell"	"sample1"
"c88941"	"CD4+_T_cell"	"sample1"
"c88942"	"Mast_cell"	"sample1"
"c88943"	"Plasma_cell"	"sample1"
"c88944"	"CD4+_T_cell"	"sample1"
"c88945"	"Epithelial_cell"	"sample1"
"c88946"	"Plasma_cell"	"sample1"
"c88947"	"Fibroblast"	"sample1"
"c88948"	"CD8+_T_cell"	"sample1"
"c88949"	"CD8+_T_cell"	"sample1"
"c88950"	"Plasma_cell"	"sample1"
"c88951"	"Plasma_cell"	"sample1"
"c88952"	"Endothelial_cell"	"sample1"
"c88953"	"CD4+_T_cell"	"sample1"
"c88954"	"Macrophage"	"sample1"
"c88955"	"Plasma_cell"	"sample1"
"c88956"	"Epithelial_cell"	"sample1"
"c88957"	"Plasma_cell"	"sample1"
"c88958"	"CD8+_T_cell"	"sample1"
"c88959"	"Plasma_cell"	"sample1"
"c88960"	"Macrophage"	"sample1"
"c88961"	"Epithelial_cell"	"sample1"
"c88962"	"Plasma_cell"	"sample1"
"c88963"	"Macrophage"	"sample1"
"c88964"	"Fibroblast"	"sample1"
"c88965"	"Plasma_cell"	"sample1"
"c88966"	"Plasma_cell"	"sample1"
"c88967"	"CD8+_T_cell"	"sample1"
"c88968"	"Endothelial_cell"	"sample1"
"c88969"	"Epithelial_cell"	"sample1"
"c88970"	"Plasma_cell"	"sample1"
"c88971"	"Plasma_cell"	"sample1"
"c88972"	"Plasma_cell"	"sample1"
"c88973"	"Plasma_cell"	"sample1"
"c88974"	"CD4+_T_cell"	"sample1"
"c88975"	"Epithelial_cell"	"sample1"
"c88976"	"Plasma_cell"	"sample1"
"c88977"	"Macrophage"	"sample1"
"c88978"	"Fibroblast"	"sample1"
"c88979"	"Plasma_cell"	"sample1"
"c88980"	"Endothelial_cell"	"sample1"
"c88981"	"Mast_cell"	"sample1"
"c88982"	"Plasma_cell"	"sample1"
"c88983"	"NK_cell"	"sample1"
"c88984"	"CD8+_T_cell"	"sample1"
"c88985"	"Epithelial_cell"	"sample1"
"c88986"	"Macrophage"	"sample1"
"c88987"	"Plasma_cell"	"sample1"
"c88988"	"CD8+_T_cell"	"sample1"
"c88989"	"Endothelial_cell"	"sample1"
"c88990"	"B_cell"	"sample1"
"c88991"	"Plasma_cell"	"sample1"
"c88992"	"CD4+_T_cell"	"sample1"
"c88993"	"Plasma_cell"	"sample1"
"c88994"	"Plasma_cell"	"sample1"
"c88995"	"NK_cell"	"sample1"
"c88996"	"Plasma_cell"	"sample1"
"c88997"	"Plasma_cell"	"sample1"
"c88998"	"Plasma_cell"	"sample1"
"c88999"	"CD8+_T_cell"	"sample1"
"c89000"	"CD4+_T_cell"	"sample1"
"c89001"	"CD8+_T_cell"	"sample1"
"c89002"	"Macrophage"	"sample1"
"c89003"	"Plasma_cell"	"sample1"
"c89004"	"Plasma_cell"	"sample1"
"c89005"	"Plasma_cell"	"sample1"
"c89006"	"Macrophage"	"sample1"
"c89007"	"Endothelial_cell"	"sample1"
"c89008"	"Macrophage"	"sample1"
"c89009"	"Plasma_cell"	"sample1"
"c89010"	"Plasma_cell"	"sample1"
"c89011"	"Plasma_cell"	"sample1"
"c89012"	"CD8+_T_cell"	"sample1"
"c89013"	"Endothelial_cell"	"sample1"
"c89014"	"Plasma_cell"	"sample1"
"c89015"	"Epithelial_cell"	"sample1"
"c89016"	"Plasma_cell"	"sample1"
"c89017"	"Plasma_cell"	"sample1"
"c89018"	"B_cell"	"sample1"
"c89019"	"Endothelial_cell"	"sample1"
"c89020"	"Plasma_cell"	"sample1"
"c89021"	"Endothelial_cell"	"sample1"
"c89022"	"Plasma_cell"	"sample1"
"c89023"	"Plasma_cell"	"sample1"
"c89024"	"Plasma_cell"	"sample1"
"c89025"	"Macrophage"	"sample1"
"c89026"	"Plasma_cell"	"sample1"
"c89027"	"B_cell"	"sample1"
"c89028"	"Plasma_cell"	"sample1"
"c89029"	"Fibroblast"	"sample1"
"c89030"	"Plasma_cell"	"sample1"
"c89031"	"Epithelial_cell"	"sample1"
"c89032"	"Fibroblast"	"sample1"
"c89033"	"CD8+_T_cell"	"sample1"
"c89034"	"Plasma_cell"	"sample1"
"c89035"	"Plasma_cell"	"sample1"
"c89036"	"Plasma_cell"	"sample1"
"c89037"	"Fibroblast"	"sample1"
"c89038"	"Plasma_cell"	"sample1"
"c89039"	"CD8+_T_cell"	"sample1"
"c89040"	"Plasma_cell"	"sample1"
"c89041"	"Plasma_cell"	"sample1"
"c89042"	"Plasma_cell"	"sample1"
"c89043"	"Epithelial_cell"	"sample1"
"c89044"	"Macrophage"	"sample1"
"c89045"	"Plasma_cell"	"sample1"
"c89046"	"CD4+_T_cell"	"sample1"
"c89047"	"CD8+_T_cell"	"sample1"
"c89048"	"Macrophage"	"sample1"
"c89049"	"CD8+_T_cell"	"sample1"
"c89050"	"CD8+_T_cell"	"sample1"
"c89051"	"Plasma_cell"	"sample1"
"c89052"	"B_cell"	"sample1"
"c89053"	"Plasma_cell"	"sample1"
"c89054"	"Plasma_cell"	"sample1"
"c89055"	"Plasma_cell"	"sample1"
"c89056"	"CD8+_T_cell"	"sample1"
"c89057"	"CD4+_T_cell"	"sample1"
"c89058"	"Plasma_cell"	"sample1"
"c89059"	"Plasma_cell"	"sample1"
"c89060"	"Plasma_cell"	"sample1"
"c89061"	"Plasma_cell"	"sample1"
"c89062"	"Fibroblast"	"sample1"
"c89063"	"B_cell"	"sample1"
"c89064"	"Macrophage"	"sample1"
"c89065"	"CD4+_T_cell"	"sample1"
"c89066"	"Epithelial_cell"	"sample1"
"c89067"	"Plasma_cell"	"sample1"
"c89068"	"CD8+_T_cell"	"sample1"
"c89069"	"B_cell"	"sample1"
"c89070"	"Epithelial_cell"	"sample1"
"c89071"	"Plasma_cell"	"sample1"
"c89072"	"Plasma_cell"	"sample1"
"c89073"	"B_cell"	"sample1"
"c89074"	"Plasma_cell"	"sample1"
"c89075"	"Plasma_cell"	"sample1"
"c89076"	"Plasma_cell"	"sample1"
"c89077"	"Plasma_cell"	"sample1"
"c89078"	"Plasma_cell"	"sample1"
"c89079"	"Plasma_cell"	"sample1"
"c89080"	"CD8+_T_cell"	"sample1"
"c89081"	"Plasma_cell"	"sample1"
"c89082"	"Mast_cell"	"sample1"
"c89083"	"Plasma_cell"	"sample1"
"c89084"	"CD8+_T_cell"	"sample1"
"c89085"	"CD8+_T_cell"	"sample1"
"c89086"	"Plasma_cell"	"sample1"
"c89087"	"CD8+_T_cell"	"sample1"
"c89088"	"CD8+_T_cell"	"sample1"
"c89089"	"Epithelial_cell"	"sample1"
"c89090"	"Plasma_cell"	"sample1"
"c89091"	"Epithelial_cell"	"sample1"
"c89092"	"Epithelial_cell"	"sample1"
"c89093"	"Macrophage"	"sample1"
"c89094"	"Plasma_cell"	"sample1"
"c89095"	"Plasma_cell"	"sample1"
"c89096"	"B_cell"	"sample1"
"c89097"	"Plasma_cell"	"sample1"
"c89098"	"Plasma_cell"	"sample1"
"c89099"	"Plasma_cell"	"sample1"
"c89100"	"Plasma_cell"	"sample1"
"c89101"	"NK_cell"	"sample1"
"c89102"	"Plasma_cell"	"sample1"
"c89103"	"Endothelial_cell"	"sample1"
"c89104"	"Epithelial_cell"	"sample1"
"c89105"	"Plasma_cell"	"sample1"
"c89106"	"Epithelial_cell"	"sample1"
"c89107"	"Macrophage"	"sample1"
"c89108"	"CD8+_T_cell"	"sample1"
"c89109"	"Fibroblast"	"sample1"
"c89110"	"Plasma_cell"	"sample1"
"c89111"	"Macrophage"	"sample1"
"c89112"	"Macrophage"	"sample1"
"c89113"	"Plasma_cell"	"sample1"
"c89114"	"Plasma_cell"	"sample1"
"c89115"	"CD8+_T_cell"	"sample1"
"c89116"	"CD8+_T_cell"	"sample1"
"c89117"	"Plasma_cell"	"sample1"
"c89118"	"Plasma_cell"	"sample1"
"c89119"	"Macrophage"	"sample1"
"c89120"	"Endothelial_cell"	"sample1"
"c89121"	"CD8+_T_cell"	"sample1"
"c89122"	"Fibroblast"	"sample1"
"c89123"	"Epithelial_cell"	"sample1"
"c89124"	"Plasma_cell"	"sample1"
"c89125"	"Fibroblast"	"sample1"
"c89126"	"Plasma_cell"	"sample1"
"c89127"	"Epithelial_cell"	"sample1"
"c89128"	"Plasma_cell"	"sample1"
"c89129"	"Plasma_cell"	"sample1"
"c89130"	"Epithelial_cell"	"sample1"
"c89131"	"Plasma_cell"	"sample1"
"c89132"	"Epithelial_cell"	"sample1"
"c89133"	"Epithelial_cell"	"sample1"
"c89134"	"CD8+_T_cell"	"sample1"
"c89135"	"CD4+_T_cell"	"sample1"
"c89136"	"CD8+_T_cell"	"sample1"
"c89137"	"CD8+_T_cell"	"sample1"
"c89138"	"Fibroblast"	"sample1"
"c89139"	"Epithelial_cell"	"sample1"
"c89140"	"Plasma_cell"	"sample1"
"c89141"	"CD8+_T_cell"	"sample1"
"c89142"	"Plasma_cell"	"sample1"
"c89143"	"Plasma_cell"	"sample1"
"c89144"	"CD4+_T_cell"	"sample1"
"c89145"	"Endothelial_cell"	"sample1"
"c89146"	"Epithelial_cell"	"sample1"
"c89147"	"Plasma_cell"	"sample1"
"c89148"	"CD4+_T_cell"	"sample1"
"c89149"	"Plasma_cell"	"sample1"
"c89150"	"Endothelial_cell"	"sample1"
"c89151"	"Plasma_cell"	"sample1"
"c89152"	"Fibroblast"	"sample1"
"c89153"	"CD4+_T_cell"	"sample1"
"c89154"	"Plasma_cell"	"sample1"
"c89155"	"Plasma_cell"	"sample1"
"c89156"	"Plasma_cell"	"sample1"
"c89157"	"Fibroblast"	"sample1"
"c89158"	"Plasma_cell"	"sample1"
"c89159"	"Epithelial_cell"	"sample1"
"c89160"	"CD8+_T_cell"	"sample1"
"c89161"	"Plasma_cell"	"sample1"
"c89162"	"Plasma_cell"	"sample1"
"c89163"	"Epithelial_cell"	"sample1"
"c89164"	"Epithelial_cell"	"sample1"
"c89165"	"Plasma_cell"	"sample1"
"c89166"	"Fibroblast"	"sample1"
"c89167"	"Fibroblast"	"sample1"
"c89168"	"CD8+_T_cell"	"sample1"
"c89169"	"Epithelial_cell"	"sample1"
"c89170"	"Plasma_cell"	"sample1"
"c89171"	"Epithelial_cell"	"sample1"
"c89172"	"Endothelial_cell"	"sample1"
"c89173"	"Plasma_cell"	"sample1"
"c89174"	"Plasma_cell"	"sample1"
"c89175"	"Plasma_cell"	"sample1"
"c89176"	"Plasma_cell"	"sample1"
"c89177"	"Plasma_cell"	"sample1"
"c89178"	"Plasma_cell"	"sample1"
"c89179"	"Plasma_cell"	"sample1"
"c89180"	"Macrophage"	"sample1"
"c89181"	"Plasma_cell"	"sample1"
"c89182"	"Plasma_cell"	"sample1"
"c89183"	"Epithelial_cell"	"sample1"
"c89184"	"B_cell"	"sample1"
"c89185"	"Endothelial_cell"	"sample1"
"c89186"	"Fibroblast"	"sample1"
"c89187"	"Plasma_cell"	"sample1"
"c89188"	"Plasma_cell"	"sample1"
"c89189"	"Plasma_cell"	"sample1"
"c89190"	"Plasma_cell"	"sample1"
"c89191"	"Macrophage"	"sample1"
"c89192"	"Plasma_cell"	"sample1"
"c89193"	"CD4+_T_cell"	"sample1"
"c89194"	"CD8+_T_cell"	"sample1"
"c89195"	"Epithelial_cell"	"sample1"
"c89196"	"Plasma_cell"	"sample1"
"c89197"	"Epithelial_cell"	"sample1"
"c89198"	"Plasma_cell"	"sample1"
"c89199"	"Plasma_cell"	"sample1"
"c89200"	"CD8+_T_cell"	"sample1"
"c89201"	"Macrophage"	"sample1"
"c89202"	"Fibroblast"	"sample1"
"c89203"	"Plasma_cell"	"sample1"
"c89204"	"CD8+_T_cell"	"sample1"
"c89205"	"CD8+_T_cell"	"sample1"
"c89206"	"Plasma_cell"	"sample1"
"c89207"	"Epithelial_cell"	"sample1"
"c89208"	"Epithelial_cell"	"sample1"
"c89209"	"Fibroblast"	"sample1"
"c89210"	"CD8+_T_cell"	"sample1"
"c89211"	"Plasma_cell"	"sample1"
"c89212"	"Endothelial_cell"	"sample1"
"c89213"	"Plasma_cell"	"sample1"
"c89214"	"Plasma_cell"	"sample1"
"c89215"	"Plasma_cell"	"sample1"
"c89216"	"Plasma_cell"	"sample1"
"c89217"	"Plasma_cell"	"sample1"
"c89218"	"Epithelial_cell"	"sample1"
"c89219"	"Macrophage"	"sample1"
"c89220"	"B_cell"	"sample1"
"c89221"	"Epithelial_cell"	"sample1"
"c89222"	"CD4+_T_cell"	"sample1"
"c89223"	"Endothelial_cell"	"sample1"
"c89224"	"Plasma_cell"	"sample1"
"c89225"	"Plasma_cell"	"sample1"
"c89226"	"B_cell"	"sample1"
"c89227"	"Fibroblast"	"sample1"
"c89228"	"Epithelial_cell"	"sample1"
"c89229"	"CD8+_T_cell"	"sample1"
"c89230"	"Plasma_cell"	"sample1"
"c89231"	"B_cell"	"sample1"
"c89232"	"Plasma_cell"	"sample1"
"c89233"	"Macrophage"	"sample1"
"c89234"	"Plasma_cell"	"sample1"
"c89235"	"Plasma_cell"	"sample1"
"c89236"	"Epithelial_cell"	"sample1"
"c89237"	"Fibroblast"	"sample1"
"c89238"	"Plasma_cell"	"sample1"
"c89239"	"Plasma_cell"	"sample1"
"c89240"	"Endothelial_cell"	"sample1"
"c89241"	"Plasma_cell"	"sample1"
"c89242"	"CD8+_T_cell"	"sample1"
"c89243"	"CD8+_T_cell"	"sample1"
"c89244"	"Plasma_cell"	"sample1"
"c89245"	"NK_cell"	"sample1"
"c89246"	"Epithelial_cell"	"sample1"
"c89247"	"Plasma_cell"	"sample1"
"c89248"	"Plasma_cell"	"sample1"
"c89249"	"Plasma_cell"	"sample1"
"c89250"	"Epithelial_cell"	"sample1"
"c89251"	"Fibroblast"	"sample1"
"c89252"	"CD8+_T_cell"	"sample1"
"c89253"	"Plasma_cell"	"sample1"
"c89254"	"CD4+_T_cell"	"sample1"
"c89255"	"CD8+_T_cell"	"sample1"
"c89256"	"B_cell"	"sample1"
"c89257"	"Plasma_cell"	"sample1"
"c89258"	"Plasma_cell"	"sample1"
"c89259"	"Plasma_cell"	"sample1"
"c89260"	"Plasma_cell"	"sample1"
"c89261"	"Macrophage"	"sample1"
"c89262"	"Endothelial_cell"	"sample1"
"c89263"	"Epithelial_cell"	"sample1"
"c89264"	"Plasma_cell"	"sample1"
"c89265"	"Endothelial_cell"	"sample1"
"c89266"	"CD4+_T_cell"	"sample1"
"c89267"	"Plasma_cell"	"sample1"
"c89268"	"Plasma_cell"	"sample1"
"c89269"	"CD8+_T_cell"	"sample1"
"c89270"	"Plasma_cell"	"sample1"
"c89271"	"CD8+_T_cell"	"sample1"
"c89272"	"CD4+_T_cell"	"sample1"
"c89273"	"Plasma_cell"	"sample1"
"c89274"	"Plasma_cell"	"sample1"
"c89275"	"Fibroblast"	"sample1"
"c89276"	"Epithelial_cell"	"sample1"
"c89277"	"Plasma_cell"	"sample1"
"c89278"	"Plasma_cell"	"sample1"
"c89279"	"Macrophage"	"sample1"
"c89280"	"NK_cell"	"sample1"
"c89281"	"Plasma_cell"	"sample1"
"c89282"	"Fibroblast"	"sample1"
"c89283"	"Macrophage"	"sample1"
"c89284"	"Plasma_cell"	"sample1"
"c89285"	"NK_cell"	"sample1"
"c89286"	"CD4+_T_cell"	"sample1"
"c89287"	"Plasma_cell"	"sample1"
"c89288"	"Macrophage"	"sample1"
"c89289"	"Plasma_cell"	"sample1"
"c89290"	"Plasma_cell"	"sample1"
"c89291"	"Plasma_cell"	"sample1"
"c89292"	"Plasma_cell"	"sample1"
"c89293"	"Plasma_cell"	"sample1"
"c89294"	"Epithelial_cell"	"sample1"
"c89295"	"Endothelial_cell"	"sample1"
"c89296"	"CD8+_T_cell"	"sample1"
