"ID"	"CellType"	"Sample"
"c10468"	"CD8+_T_cell"	"sample1"
"c10469"	"Epithelial_cell"	"sample1"
"c10470"	"CD4+_T_cell"	"sample1"
"c10471"	"Myeloid_cell"	"sample1"
"c10472"	"CD8+_T_cell"	"sample1"
"c10473"	"CD4+_T_cell"	"sample1"
"c10474"	"CD8+_T_cell"	"sample1"
"c10475"	"Epithelial_cell"	"sample1"
"c10476"	"CD4+_T_cell"	"sample1"
"c10477"	"CD8+_T_cell"	"sample1"
"c10478"	"CD8+_T_cell"	"sample1"
"c10479"	"Macrophage"	"sample1"
"c10480"	"CD4+_T_cell"	"sample1"
"c10481"	"Epithelial_cell"	"sample1"
"c10482"	"CD4+_T_cell"	"sample1"
"c10483"	"CD8+_T_cell"	"sample1"
"c10484"	"Epithelial_cell"	"sample1"
"c10485"	"CD4+_T_cell"	"sample1"
"c10486"	"Epithelial_cell"	"sample1"
"c10487"	"B_cell"	"sample1"
"c10488"	"Epithelial_cell"	"sample1"
"c10489"	"CD4+_T_cell"	"sample1"
"c10490"	"CD4+_T_cell"	"sample1"
"c10491"	"Plasma_cell"	"sample1"
"c10492"	"CD4+_T_cell"	"sample1"
"c10493"	"CD4+_T_cell"	"sample1"
"c10494"	"CD4+_T_cell"	"sample1"
"c10495"	"CD8+_T_cell"	"sample1"
"c10496"	"CD4+_T_cell"	"sample1"
"c10497"	"CD4+_T_cell"	"sample1"
"c10498"	"CD4+_T_cell"	"sample1"
"c10499"	"B_cell"	"sample1"
"c10500"	"Epithelial_cell"	"sample1"
"c10501"	"Epithelial_cell"	"sample1"
"c10502"	"CD8+_T_cell"	"sample1"
"c10503"	"Macrophage"	"sample1"
"c10504"	"CD4+_T_cell"	"sample1"
"c10505"	"CD4+_T_cell"	"sample1"
"c10506"	"CD4+_T_cell"	"sample1"
"c10507"	"CD4+_T_cell"	"sample1"
"c10508"	"Plasma_cell"	"sample1"
"c10509"	"Epithelial_cell"	"sample1"
"c10510"	"CD8+_T_cell"	"sample1"
"c10511"	"CD4+_T_cell"	"sample1"
"c10512"	"Macrophage"	"sample1"
"c10513"	"CD4+_T_cell"	"sample1"
"c10514"	"Epithelial_cell"	"sample1"
"c10515"	"CD4+_T_cell"	"sample1"
"c10516"	"CD4+_T_cell"	"sample1"
"c10517"	"Epithelial_cell"	"sample1"
"c10518"	"Epithelial_cell"	"sample1"
"c10519"	"CD4+_T_cell"	"sample1"
"c10520"	"Myeloid_cell"	"sample1"
"c10521"	"CD8+_T_cell"	"sample1"
"c10522"	"Endothelial_cell"	"sample1"
"c10523"	"CD8+_T_cell"	"sample1"
"c10524"	"Epithelial_cell"	"sample1"
"c10525"	"Fibroblast"	"sample1"
"c10526"	"Mast_cell"	"sample1"
"c10527"	"Epithelial_cell"	"sample1"
"c10528"	"CD4+_T_cell"	"sample1"
"c10529"	"Epithelial_cell"	"sample1"
"c10530"	"B_cell"	"sample1"
"c10531"	"CD4+_T_cell"	"sample1"
"c10532"	"CD4+_T_cell"	"sample1"
"c10533"	"Epithelial_cell"	"sample1"
"c10534"	"CD4+_T_cell"	"sample1"
"c10535"	"CD4+_T_cell"	"sample1"
"c10536"	"CD4+_T_cell"	"sample1"
"c10537"	"Epithelial_cell"	"sample1"
"c10538"	"B_cell"	"sample1"
"c10539"	"Macrophage"	"sample1"
"c10540"	"CD4+_T_cell"	"sample1"
"c10541"	"Fibroblast"	"sample1"
"c10542"	"Plasma_cell"	"sample1"
"c10543"	"Epithelial_cell"	"sample1"
"c10544"	"Macrophage"	"sample1"
"c10545"	"CD8+_T_cell"	"sample1"
"c10546"	"CD4+_T_cell"	"sample1"
"c10547"	"Epithelial_cell"	"sample1"
"c10548"	"NK_cell"	"sample1"
"c10549"	"CD4+_T_cell"	"sample1"
"c10550"	"CD4+_T_cell"	"sample1"
"c10551"	"Epithelial_cell"	"sample1"
"c10552"	"CD8+_T_cell"	"sample1"
"c10553"	"CD4+_T_cell"	"sample1"
"c10554"	"CD4+_T_cell"	"sample1"
"c10555"	"Epithelial_cell"	"sample1"
"c10556"	"CD8+_T_cell"	"sample1"
"c10557"	"B_cell"	"sample1"
"c10558"	"CD8+_T_cell"	"sample1"
"c10559"	"CD4+_T_cell"	"sample1"
"c10560"	"CD4+_T_cell"	"sample1"
"c10561"	"CD8+_T_cell"	"sample1"
"c10562"	"CD8+_T_cell"	"sample1"
"c10563"	"CD8+_T_cell"	"sample1"
"c10564"	"B_cell"	"sample1"
"c10565"	"Plasma_cell"	"sample1"
"c10566"	"CD4+_T_cell"	"sample1"
"c10567"	"CD4+_T_cell"	"sample1"
"c10568"	"B_cell"	"sample1"
"c10569"	"CD4+_T_cell"	"sample1"
"c10570"	"Epithelial_cell"	"sample1"
"c10571"	"CD8+_T_cell"	"sample1"
"c10572"	"CD8+_T_cell"	"sample1"
"c10573"	"B_cell"	"sample1"
"c10574"	"B_cell"	"sample1"
"c10575"	"CD8+_T_cell"	"sample1"
"c10576"	"CD8+_T_cell"	"sample1"
"c10577"	"Epithelial_cell"	"sample1"
"c10578"	"CD4+_T_cell"	"sample1"
"c10579"	"CD4+_T_cell"	"sample1"
"c10580"	"B_cell"	"sample1"
"c10581"	"Epithelial_cell"	"sample1"
"c10582"	"CD8+_T_cell"	"sample1"
"c10583"	"Epithelial_cell"	"sample1"
"c10584"	"CD8+_T_cell"	"sample1"
"c10585"	"Plasma_cell"	"sample1"
"c10586"	"CD4+_T_cell"	"sample1"
"c10587"	"B_cell"	"sample1"
"c10588"	"CD8+_T_cell"	"sample1"
"c10589"	"B_cell"	"sample1"
"c10590"	"CD4+_T_cell"	"sample1"
"c10591"	"B_cell"	"sample1"
"c10592"	"CD4+_T_cell"	"sample1"
"c10593"	"CD4+_T_cell"	"sample1"
"c10594"	"Myeloid_cell"	"sample1"
"c10595"	"Fibroblast"	"sample1"
"c10596"	"Epithelial_cell"	"sample1"
"c10597"	"CD4+_T_cell"	"sample1"
"c10598"	"Epithelial_cell"	"sample1"
"c10599"	"Epithelial_cell"	"sample1"
"c10600"	"CD8+_T_cell"	"sample1"
"c10601"	"Fibroblast"	"sample1"
"c10602"	"Fibroblast"	"sample1"
"c10603"	"Epithelial_cell"	"sample1"
"c10604"	"CD4+_T_cell"	"sample1"
"c10605"	"Epithelial_cell"	"sample1"
"c10606"	"Epithelial_cell"	"sample1"
"c10607"	"Plasma_cell"	"sample1"
"c10608"	"CD4+_T_cell"	"sample1"
"c10609"	"CD4+_T_cell"	"sample1"
"c10610"	"CD4+_T_cell"	"sample1"
"c10611"	"Epithelial_cell"	"sample1"
"c10612"	"CD8+_T_cell"	"sample1"
"c10613"	"CD4+_T_cell"	"sample1"
"c10614"	"CD8+_T_cell"	"sample1"
"c10615"	"CD4+_T_cell"	"sample1"
"c10616"	"Epithelial_cell"	"sample1"
"c10617"	"CD8+_T_cell"	"sample1"
"c10618"	"CD8+_T_cell"	"sample1"
"c10619"	"Epithelial_cell"	"sample1"
"c10620"	"Epithelial_cell"	"sample1"
"c10621"	"Epithelial_cell"	"sample1"
"c10622"	"CD8+_T_cell"	"sample1"
"c10623"	"CD4+_T_cell"	"sample1"
"c10624"	"CD4+_T_cell"	"sample1"
"c10625"	"B_cell"	"sample1"
"c10626"	"Epithelial_cell"	"sample1"
"c10627"	"Epithelial_cell"	"sample1"
"c10628"	"CD8+_T_cell"	"sample1"
"c10629"	"Epithelial_cell"	"sample1"
"c10630"	"Fibroblast"	"sample1"
"c10631"	"CD4+_T_cell"	"sample1"
"c10632"	"CD4+_T_cell"	"sample1"
"c10633"	"CD4+_T_cell"	"sample1"
"c10634"	"Epithelial_cell"	"sample1"
"c10635"	"CD4+_T_cell"	"sample1"
"c10636"	"Epithelial_cell"	"sample1"
"c10637"	"CD8+_T_cell"	"sample1"
"c10638"	"Epithelial_cell"	"sample1"
"c10639"	"CD8+_T_cell"	"sample1"
"c10640"	"CD4+_T_cell"	"sample1"
"c10641"	"Epithelial_cell"	"sample1"
"c10642"	"CD4+_T_cell"	"sample1"
"c10643"	"CD4+_T_cell"	"sample1"
"c10644"	"B_cell"	"sample1"
"c10645"	"CD4+_T_cell"	"sample1"
"c10646"	"CD4+_T_cell"	"sample1"
"c10647"	"Fibroblast"	"sample1"
"c10648"	"B_cell"	"sample1"
"c10649"	"CD4+_T_cell"	"sample1"
"c10650"	"CD4+_T_cell"	"sample1"
"c10651"	"Epithelial_cell"	"sample1"
"c10652"	"CD4+_T_cell"	"sample1"
"c10653"	"CD8+_T_cell"	"sample1"
"c10654"	"CD4+_T_cell"	"sample1"
"c10655"	"CD4+_T_cell"	"sample1"
"c10656"	"CD4+_T_cell"	"sample1"
"c10657"	"CD4+_T_cell"	"sample1"
"c10658"	"CD4+_T_cell"	"sample1"
"c10659"	"CD8+_T_cell"	"sample1"
"c10660"	"B_cell"	"sample1"
"c10661"	"B_cell"	"sample1"
"c10662"	"B_cell"	"sample1"
"c10663"	"Mast_cell"	"sample1"
"c10664"	"Fibroblast"	"sample1"
"c10665"	"CD8+_T_cell"	"sample1"
"c10666"	"B_cell"	"sample1"
"c10667"	"CD4+_T_cell"	"sample1"
"c10668"	"CD4+_T_cell"	"sample1"
"c10669"	"CD4+_T_cell"	"sample1"
"c10670"	"CD8+_T_cell"	"sample1"
"c10671"	"Macrophage"	"sample1"
"c10672"	"CD8+_T_cell"	"sample1"
"c10673"	"CD4+_T_cell"	"sample1"
"c10674"	"CD4+_T_cell"	"sample1"
"c10675"	"B_cell"	"sample1"
"c10676"	"Mast_cell"	"sample1"
"c10677"	"CD8+_T_cell"	"sample1"
"c10678"	"Plasma_cell"	"sample1"
"c10679"	"CD4+_T_cell"	"sample1"
"c10680"	"CD4+_T_cell"	"sample1"
"c10681"	"Epithelial_cell"	"sample1"
"c10682"	"CD8+_T_cell"	"sample1"
"c10683"	"CD4+_T_cell"	"sample1"
"c10684"	"CD4+_T_cell"	"sample1"
"c10685"	"B_cell"	"sample1"
"c10686"	"CD4+_T_cell"	"sample1"
"c10687"	"CD4+_T_cell"	"sample1"
"c10688"	"CD8+_T_cell"	"sample1"
"c10689"	"Plasma_cell"	"sample1"
"c10690"	"CD8+_T_cell"	"sample1"
"c10691"	"CD8+_T_cell"	"sample1"
"c10692"	"CD4+_T_cell"	"sample1"
"c10693"	"CD4+_T_cell"	"sample1"
"c10694"	"Fibroblast"	"sample1"
"c10695"	"CD4+_T_cell"	"sample1"
"c10696"	"Mast_cell"	"sample1"
"c10697"	"CD4+_T_cell"	"sample1"
"c10698"	"B_cell"	"sample1"
"c10699"	"Epithelial_cell"	"sample1"
"c10700"	"Epithelial_cell"	"sample1"
"c10701"	"Plasma_cell"	"sample1"
"c10702"	"CD4+_T_cell"	"sample1"
"c10703"	"Epithelial_cell"	"sample1"
"c10704"	"CD4+_T_cell"	"sample1"
"c10705"	"CD4+_T_cell"	"sample1"
"c10706"	"CD4+_T_cell"	"sample1"
"c10707"	"CD4+_T_cell"	"sample1"
"c10708"	"Epithelial_cell"	"sample1"
"c10709"	"Endothelial_cell"	"sample1"
"c10710"	"Fibroblast"	"sample1"
"c10711"	"CD4+_T_cell"	"sample1"
"c10712"	"CD8+_T_cell"	"sample1"
"c10713"	"B_cell"	"sample1"
"c10714"	"CD4+_T_cell"	"sample1"
"c10715"	"CD8+_T_cell"	"sample1"
"c10716"	"Epithelial_cell"	"sample1"
"c10717"	"CD4+_T_cell"	"sample1"
"c10718"	"B_cell"	"sample1"
"c10719"	"CD4+_T_cell"	"sample1"
"c10720"	"CD4+_T_cell"	"sample1"
"c10721"	"CD4+_T_cell"	"sample1"
"c10722"	"CD8+_T_cell"	"sample1"
"c10723"	"Epithelial_cell"	"sample1"
"c10724"	"CD8+_T_cell"	"sample1"
"c10725"	"B_cell"	"sample1"
"c10726"	"CD8+_T_cell"	"sample1"
"c10727"	"Fibroblast"	"sample1"
"c10728"	"Epithelial_cell"	"sample1"
"c10729"	"CD4+_T_cell"	"sample1"
"c10730"	"Epithelial_cell"	"sample1"
"c10731"	"Epithelial_cell"	"sample1"
"c10732"	"Fibroblast"	"sample1"
"c10733"	"CD8+_T_cell"	"sample1"
"c10734"	"B_cell"	"sample1"
"c10735"	"Fibroblast"	"sample1"
"c10736"	"Fibroblast"	"sample1"
"c10737"	"CD4+_T_cell"	"sample1"
"c10738"	"CD4+_T_cell"	"sample1"
"c10739"	"B_cell"	"sample1"
"c10740"	"CD4+_T_cell"	"sample1"
"c10741"	"B_cell"	"sample1"
"c10742"	"Epithelial_cell"	"sample1"
"c10743"	"CD4+_T_cell"	"sample1"
"c10744"	"CD4+_T_cell"	"sample1"
"c10745"	"Epithelial_cell"	"sample1"
"c10746"	"B_cell"	"sample1"
"c10747"	"B_cell"	"sample1"
"c10748"	"CD4+_T_cell"	"sample1"
"c10749"	"Plasma_cell"	"sample1"
"c10750"	"CD4+_T_cell"	"sample1"
"c10751"	"Epithelial_cell"	"sample1"
"c10752"	"Fibroblast"	"sample1"
"c10753"	"CD4+_T_cell"	"sample1"
"c10754"	"CD8+_T_cell"	"sample1"
"c10755"	"CD4+_T_cell"	"sample1"
"c10756"	"CD4+_T_cell"	"sample1"
"c10757"	"CD8+_T_cell"	"sample1"
"c10758"	"Plasma_cell"	"sample1"
"c10759"	"Epithelial_cell"	"sample1"
"c10760"	"Macrophage"	"sample1"
"c10761"	"Epithelial_cell"	"sample1"
"c10762"	"Epithelial_cell"	"sample1"
"c10763"	"CD4+_T_cell"	"sample1"
"c10764"	"CD8+_T_cell"	"sample1"
"c10765"	"Fibroblast"	"sample1"
"c10766"	"CD4+_T_cell"	"sample1"
"c10767"	"Epithelial_cell"	"sample1"
"c10768"	"Myeloid_cell"	"sample1"
"c10769"	"CD4+_T_cell"	"sample1"
"c10770"	"CD8+_T_cell"	"sample1"
"c10771"	"Epithelial_cell"	"sample1"
"c10772"	"CD8+_T_cell"	"sample1"
"c10773"	"B_cell"	"sample1"
"c10774"	"Plasma_cell"	"sample1"
"c10775"	"Fibroblast"	"sample1"
"c10776"	"Plasma_cell"	"sample1"
"c10777"	"CD4+_T_cell"	"sample1"
"c10778"	"Epithelial_cell"	"sample1"
"c10779"	"CD8+_T_cell"	"sample1"
"c10780"	"CD4+_T_cell"	"sample1"
"c10781"	"Fibroblast"	"sample1"
"c10782"	"B_cell"	"sample1"
"c10783"	"Fibroblast"	"sample1"
"c10784"	"CD4+_T_cell"	"sample1"
"c10785"	"Epithelial_cell"	"sample1"
"c10786"	"CD4+_T_cell"	"sample1"
"c10787"	"B_cell"	"sample1"
"c10788"	"CD8+_T_cell"	"sample1"
"c10789"	"CD8+_T_cell"	"sample1"
"c10790"	"B_cell"	"sample1"
"c10791"	"Epithelial_cell"	"sample1"
"c10792"	"B_cell"	"sample1"
"c10793"	"CD4+_T_cell"	"sample1"
"c10794"	"Epithelial_cell"	"sample1"
"c10795"	"Macrophage"	"sample1"
"c10796"	"CD4+_T_cell"	"sample1"
"c10797"	"CD8+_T_cell"	"sample1"
"c10798"	"CD8+_T_cell"	"sample1"
"c10799"	"Epithelial_cell"	"sample1"
"c10800"	"CD4+_T_cell"	"sample1"
"c10801"	"CD4+_T_cell"	"sample1"
"c10802"	"CD8+_T_cell"	"sample1"
"c10803"	"B_cell"	"sample1"
"c10804"	"CD4+_T_cell"	"sample1"
"c10805"	"B_cell"	"sample1"
"c10806"	"B_cell"	"sample1"
"c10807"	"Endothelial_cell"	"sample1"
"c10808"	"CD4+_T_cell"	"sample1"
"c10809"	"Myeloid_cell"	"sample1"
"c10810"	"Fibroblast"	"sample1"
"c10811"	"B_cell"	"sample1"
"c10812"	"Epithelial_cell"	"sample1"
"c10813"	"CD4+_T_cell"	"sample1"
"c10814"	"B_cell"	"sample1"
"c10815"	"Epithelial_cell"	"sample1"
"c10816"	"Fibroblast"	"sample1"
"c10817"	"CD4+_T_cell"	"sample1"
"c10818"	"CD4+_T_cell"	"sample1"
"c10819"	"Mast_cell"	"sample1"
"c10820"	"Fibroblast"	"sample1"
"c10821"	"CD8+_T_cell"	"sample1"
"c10822"	"CD4+_T_cell"	"sample1"
"c10823"	"Epithelial_cell"	"sample1"
"c10824"	"CD4+_T_cell"	"sample1"
"c10825"	"NK_cell"	"sample1"
"c10826"	"Plasma_cell"	"sample1"
"c10827"	"Epithelial_cell"	"sample1"
"c10828"	"CD4+_T_cell"	"sample1"
"c10829"	"CD4+_T_cell"	"sample1"
"c10830"	"CD8+_T_cell"	"sample1"
"c10831"	"CD4+_T_cell"	"sample1"
"c10832"	"Epithelial_cell"	"sample1"
"c10833"	"CD4+_T_cell"	"sample1"
"c10834"	"CD4+_T_cell"	"sample1"
"c10835"	"CD8+_T_cell"	"sample1"
"c10836"	"B_cell"	"sample1"
"c10837"	"CD4+_T_cell"	"sample1"
"c10838"	"CD4+_T_cell"	"sample1"
"c10839"	"Macrophage"	"sample1"
"c10840"	"CD4+_T_cell"	"sample1"
"c10841"	"Epithelial_cell"	"sample1"
"c10842"	"Epithelial_cell"	"sample1"
"c10843"	"CD4+_T_cell"	"sample1"
"c10844"	"CD4+_T_cell"	"sample1"
"c10845"	"Epithelial_cell"	"sample1"
"c10846"	"CD8+_T_cell"	"sample1"
"c10847"	"Epithelial_cell"	"sample1"
"c10848"	"B_cell"	"sample1"
"c10849"	"Epithelial_cell"	"sample1"
"c10850"	"Epithelial_cell"	"sample1"
"c10851"	"CD4+_T_cell"	"sample1"
"c10852"	"CD4+_T_cell"	"sample1"
"c10853"	"Fibroblast"	"sample1"
"c10854"	"B_cell"	"sample1"
"c10855"	"CD4+_T_cell"	"sample1"
"c10856"	"Epithelial_cell"	"sample1"
"c10857"	"CD4+_T_cell"	"sample1"
"c10858"	"Epithelial_cell"	"sample1"
"c10859"	"CD4+_T_cell"	"sample1"
"c10860"	"Epithelial_cell"	"sample1"
"c10861"	"CD4+_T_cell"	"sample1"
"c10862"	"B_cell"	"sample1"
"c10863"	"NK_cell"	"sample1"
"c10864"	"CD4+_T_cell"	"sample1"
"c10865"	"CD4+_T_cell"	"sample1"
"c10866"	"CD4+_T_cell"	"sample1"
"c10867"	"CD8+_T_cell"	"sample1"
"c10868"	"CD4+_T_cell"	"sample1"
"c10869"	"Epithelial_cell"	"sample1"
"c10870"	"CD4+_T_cell"	"sample1"
"c10871"	"CD4+_T_cell"	"sample1"
"c10872"	"Epithelial_cell"	"sample1"
"c10873"	"CD8+_T_cell"	"sample1"
"c10874"	"CD4+_T_cell"	"sample1"
"c10875"	"B_cell"	"sample1"
"c10876"	"CD4+_T_cell"	"sample1"
"c10877"	"B_cell"	"sample1"
"c10878"	"Plasma_cell"	"sample1"
"c10879"	"CD4+_T_cell"	"sample1"
"c10880"	"Epithelial_cell"	"sample1"
"c10881"	"CD4+_T_cell"	"sample1"
"c10882"	"B_cell"	"sample1"
"c10883"	"Epithelial_cell"	"sample1"
"c10884"	"CD8+_T_cell"	"sample1"
"c10885"	"CD8+_T_cell"	"sample1"
"c10886"	"CD4+_T_cell"	"sample1"
"c10887"	"CD8+_T_cell"	"sample1"
"c10888"	"Epithelial_cell"	"sample1"
"c10889"	"B_cell"	"sample1"
"c10890"	"CD4+_T_cell"	"sample1"
"c10891"	"CD8+_T_cell"	"sample1"
"c10892"	"B_cell"	"sample1"
"c10893"	"CD8+_T_cell"	"sample1"
"c10894"	"Plasma_cell"	"sample1"
"c10895"	"CD4+_T_cell"	"sample1"
"c10896"	"B_cell"	"sample1"
"c10897"	"CD8+_T_cell"	"sample1"
"c10898"	"B_cell"	"sample1"
"c10899"	"Epithelial_cell"	"sample1"
"c10900"	"CD4+_T_cell"	"sample1"
"c10901"	"B_cell"	"sample1"
"c10902"	"CD4+_T_cell"	"sample1"
"c10903"	"CD8+_T_cell"	"sample1"
"c10904"	"CD4+_T_cell"	"sample1"
"c10905"	"B_cell"	"sample1"
"c10906"	"CD4+_T_cell"	"sample1"
"c10907"	"Epithelial_cell"	"sample1"
"c10908"	"CD8+_T_cell"	"sample1"
"c10909"	"CD8+_T_cell"	"sample1"
"c10910"	"Fibroblast"	"sample1"
"c10911"	"B_cell"	"sample1"
"c10912"	"CD4+_T_cell"	"sample1"
"c10913"	"CD4+_T_cell"	"sample1"
"c10914"	"Epithelial_cell"	"sample1"
"c10915"	"Epithelial_cell"	"sample1"
"c10916"	"CD8+_T_cell"	"sample1"
"c10917"	"NK_cell"	"sample1"
"c10918"	"CD8+_T_cell"	"sample1"
"c10919"	"CD4+_T_cell"	"sample1"
"c10920"	"Epithelial_cell"	"sample1"
"c10921"	"CD4+_T_cell"	"sample1"
"c10922"	"CD4+_T_cell"	"sample1"
"c10923"	"Plasma_cell"	"sample1"
"c10924"	"CD8+_T_cell"	"sample1"
"c10925"	"CD4+_T_cell"	"sample1"
"c10926"	"CD4+_T_cell"	"sample1"
"c10927"	"Epithelial_cell"	"sample1"
"c10928"	"CD4+_T_cell"	"sample1"
"c10929"	"CD4+_T_cell"	"sample1"
"c10930"	"Myeloid_cell"	"sample1"
"c10931"	"CD8+_T_cell"	"sample1"
"c10932"	"B_cell"	"sample1"
"c10933"	"CD8+_T_cell"	"sample1"
"c10934"	"B_cell"	"sample1"
"c10935"	"Plasma_cell"	"sample1"
"c10936"	"CD4+_T_cell"	"sample1"
"c10937"	"Myeloid_cell"	"sample1"
"c10938"	"CD4+_T_cell"	"sample1"
"c10939"	"Myeloid_cell"	"sample1"
"c10940"	"CD4+_T_cell"	"sample1"
"c10941"	"CD8+_T_cell"	"sample1"
"c10942"	"CD4+_T_cell"	"sample1"
"c10943"	"CD8+_T_cell"	"sample1"
"c10944"	"Epithelial_cell"	"sample1"
"c10945"	"CD4+_T_cell"	"sample1"
"c10946"	"Epithelial_cell"	"sample1"
"c10947"	"Epithelial_cell"	"sample1"
"c10948"	"CD4+_T_cell"	"sample1"
"c10949"	"CD4+_T_cell"	"sample1"
"c10950"	"Plasma_cell"	"sample1"
"c10951"	"Epithelial_cell"	"sample1"
"c10952"	"Epithelial_cell"	"sample1"
"c10953"	"CD4+_T_cell"	"sample1"
"c10954"	"Endothelial_cell"	"sample1"
"c10955"	"Epithelial_cell"	"sample1"
"c10956"	"Myeloid_cell"	"sample1"
"c10957"	"CD8+_T_cell"	"sample1"
"c10958"	"CD4+_T_cell"	"sample1"
"c10959"	"Epithelial_cell"	"sample1"
"c10960"	"CD4+_T_cell"	"sample1"
"c10961"	"B_cell"	"sample1"
"c10962"	"Epithelial_cell"	"sample1"
"c10963"	"CD4+_T_cell"	"sample1"
"c10964"	"Epithelial_cell"	"sample1"
"c10965"	"CD8+_T_cell"	"sample1"
"c10966"	"CD4+_T_cell"	"sample1"
"c10967"	"Epithelial_cell"	"sample1"
"c10968"	"CD4+_T_cell"	"sample1"
"c10969"	"CD4+_T_cell"	"sample1"
"c10970"	"Plasma_cell"	"sample1"
"c10971"	"B_cell"	"sample1"
"c10972"	"CD4+_T_cell"	"sample1"
"c10973"	"CD4+_T_cell"	"sample1"
"c10974"	"CD4+_T_cell"	"sample1"
"c10975"	"CD4+_T_cell"	"sample1"
"c10976"	"CD4+_T_cell"	"sample1"
"c10977"	"Fibroblast"	"sample1"
"c10978"	"CD4+_T_cell"	"sample1"
"c10979"	"CD4+_T_cell"	"sample1"
"c10980"	"CD4+_T_cell"	"sample1"
"c10981"	"CD4+_T_cell"	"sample1"
"c10982"	"CD4+_T_cell"	"sample1"
"c10983"	"Epithelial_cell"	"sample1"
"c10984"	"CD4+_T_cell"	"sample1"
"c10985"	"CD4+_T_cell"	"sample1"
"c10986"	"CD4+_T_cell"	"sample1"
"c10987"	"Plasma_cell"	"sample1"
"c10988"	"Epithelial_cell"	"sample1"
"c10989"	"Fibroblast"	"sample1"
"c10990"	"CD4+_T_cell"	"sample1"
"c10991"	"B_cell"	"sample1"
"c10992"	"B_cell"	"sample1"
"c10993"	"CD8+_T_cell"	"sample1"
"c10994"	"CD4+_T_cell"	"sample1"
"c10995"	"CD8+_T_cell"	"sample1"
"c10996"	"CD8+_T_cell"	"sample1"
"c10997"	"CD4+_T_cell"	"sample1"
"c10998"	"CD4+_T_cell"	"sample1"
"c10999"	"CD4+_T_cell"	"sample1"
"c11000"	"CD8+_T_cell"	"sample1"
"c11001"	"CD8+_T_cell"	"sample1"
"c11002"	"CD8+_T_cell"	"sample1"
"c11003"	"Fibroblast"	"sample1"
"c11004"	"B_cell"	"sample1"
"c11005"	"Epithelial_cell"	"sample1"
"c11006"	"Epithelial_cell"	"sample1"
"c11007"	"CD4+_T_cell"	"sample1"
"c11008"	"Plasma_cell"	"sample1"
"c11009"	"CD4+_T_cell"	"sample1"
"c11010"	"CD4+_T_cell"	"sample1"
"c11011"	"NK_cell"	"sample1"
"c11012"	"CD4+_T_cell"	"sample1"
"c11013"	"B_cell"	"sample1"
"c11014"	"Macrophage"	"sample1"
"c11015"	"B_cell"	"sample1"
"c11016"	"CD4+_T_cell"	"sample1"
"c11017"	"CD8+_T_cell"	"sample1"
"c11018"	"Fibroblast"	"sample1"
"c11019"	"B_cell"	"sample1"
"c11020"	"CD4+_T_cell"	"sample1"
"c11021"	"Plasma_cell"	"sample1"
"c11022"	"CD8+_T_cell"	"sample1"
"c11023"	"CD8+_T_cell"	"sample1"
"c11024"	"B_cell"	"sample1"
"c11025"	"CD4+_T_cell"	"sample1"
"c11026"	"CD4+_T_cell"	"sample1"
"c11027"	"Myeloid_cell"	"sample1"
"c11028"	"Epithelial_cell"	"sample1"
"c11029"	"CD4+_T_cell"	"sample1"
"c11030"	"NK_cell"	"sample1"
"c11031"	"CD4+_T_cell"	"sample1"
"c11032"	"CD8+_T_cell"	"sample1"
"c11033"	"Epithelial_cell"	"sample1"
"c11034"	"Epithelial_cell"	"sample1"
"c11035"	"CD4+_T_cell"	"sample1"
"c11036"	"Epithelial_cell"	"sample1"
"c11037"	"CD8+_T_cell"	"sample1"
"c11038"	"B_cell"	"sample1"
"c11039"	"CD4+_T_cell"	"sample1"
"c11040"	"Epithelial_cell"	"sample1"
"c11041"	"Fibroblast"	"sample1"
"c11042"	"B_cell"	"sample1"
"c11043"	"Epithelial_cell"	"sample1"
"c11044"	"CD8+_T_cell"	"sample1"
"c11045"	"CD4+_T_cell"	"sample1"
"c11046"	"Epithelial_cell"	"sample1"
"c11047"	"CD4+_T_cell"	"sample1"
"c11048"	"Epithelial_cell"	"sample1"
"c11049"	"CD8+_T_cell"	"sample1"
"c11050"	"CD4+_T_cell"	"sample1"
"c11051"	"Plasma_cell"	"sample1"
"c11052"	"Epithelial_cell"	"sample1"
"c11053"	"Epithelial_cell"	"sample1"
"c11054"	"Fibroblast"	"sample1"
"c11055"	"CD8+_T_cell"	"sample1"
"c11056"	"CD8+_T_cell"	"sample1"
"c11057"	"CD4+_T_cell"	"sample1"
"c11058"	"CD8+_T_cell"	"sample1"
"c11059"	"CD4+_T_cell"	"sample1"
"c11060"	"CD4+_T_cell"	"sample1"
"c11061"	"CD4+_T_cell"	"sample1"
"c11062"	"CD8+_T_cell"	"sample1"
"c11063"	"Epithelial_cell"	"sample1"
"c11064"	"CD4+_T_cell"	"sample1"
"c11065"	"Epithelial_cell"	"sample1"
"c11066"	"CD8+_T_cell"	"sample1"
"c11067"	"CD8+_T_cell"	"sample1"
"c11068"	"Plasma_cell"	"sample1"
"c11069"	"CD4+_T_cell"	"sample1"
"c11070"	"Epithelial_cell"	"sample1"
"c11071"	"Epithelial_cell"	"sample1"
"c11072"	"B_cell"	"sample1"
"c11073"	"CD4+_T_cell"	"sample1"
"c11074"	"CD8+_T_cell"	"sample1"
"c11075"	"Epithelial_cell"	"sample1"
"c11076"	"CD4+_T_cell"	"sample1"
"c11077"	"CD8+_T_cell"	"sample1"
"c11078"	"CD8+_T_cell"	"sample1"
